"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.id","SubstanceDefinition.name.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.extension","SubstanceDefinition.name.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.modifierExtension","SubstanceDefinition.name.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/5.0.0-snapshot3/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.name","SubstanceDefinition.name.name","","","",1,1,"","","Y","string {[]} {[]}
","International Non-Proprietary Name (INN) of the substance.","The actual name.","","","","","","","","","",,,,,"",,,,"SubstanceDefinition.name.name",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.type","SubstanceDefinition.name.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Name type e.g. 'systematic',  'scientific, 'brand'","Name type, for example 'systematic',  'scientific, 'brand'.","","","","","","","","","",,"example","The type of a name given to a substance.","http://hl7.org/fhir/ValueSet/substance-name-type","",,,,"SubstanceDefinition.name.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.status","SubstanceDefinition.name.status","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The status of the name e.g. 'current', 'proposed'","The status of the name, for example 'current', 'proposed'.","","","","","","","","","",,"preferred","The lifecycle status of an artifact.","http://hl7.org/fhir/ValueSet/publication-status","",,,,"SubstanceDefinition.name.status",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.preferred","SubstanceDefinition.name.preferred","","","",0,1,"","","Y","boolean {[]} {[]}
","If this is the preferred name for this substance","If this is the preferred name for this substance.","","","","If this value is not present, there is no statement being made about whether this is the preferred name or not. No inference can be made","","","","","",,,,,"",,,,"SubstanceDefinition.name.preferred",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.language","SubstanceDefinition.name.language","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Human language that the name is written in","Human language that the name is written in.","","","","","","","","","",,"preferred","IETF language tag","http://hl7.org/fhir/ValueSet/languages","",,,,"SubstanceDefinition.name.language",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.domain","SubstanceDefinition.name.domain","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","The use context of this name e.g. as an active ingredient or as a food colour additive","The use context of this name for example if there is a different name a drug active ingredient as opposed to a food colour additive.","","","","","","","","","",,"example","The use context of a substance name for example if there is a different name when used as a drug active ingredient as opposed to a food colour additive.","http://hl7.org/fhir/ValueSet/substance-name-domain","",,,,"SubstanceDefinition.name.domain",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SubstanceDefinition-uv-epi","SubstanceDefinition.name.jurisdiction","SubstanceDefinition.name.jurisdiction","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","The jurisdiction where this name applies","The jurisdiction where this name applies.","","","","","","","","","",,"example","Jurisdiction codes","http://hl7.org/fhir/ValueSet/jurisdiction","",,,,"SubstanceDefinition.name.jurisdiction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
